rule,support,confidence
剁椒鱼头---自制猪肉脯---蒙古烤羊腿---爆炒猪肝,0.011,0.667
炝炒大白菜---自制猪肉脯---谷稻小庄---辣炒鱿鱼,0.011,0.667
芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---蒙古烤羊腿,0.011,0.667
自制猪肉脯---辣炒鱿鱼---香酥两吃大虾---剁椒鱼头,0.011,0.667
清蒸海鱼---爆炒猪肝---谷稻小庄---自制猪肉脯,0.011,0.667
清蒸海鱼---爆炒猪肝---谷稻小庄---芹菜炒腰花,0.011,0.667
孜然羊排---自制猪肉脯---芹菜炒腰花---焖猪手,0.011,0.667
清蒸海鱼---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花,0.011,0.667
焖猪手---辣炒鱿鱼---香酥两吃大虾---剁椒鱼头,0.011,0.667
焖猪手---辣炒鱿鱼---香酥两吃大虾---自制猪肉脯,0.011,0.667
自制猪肉脯---辣炒鱿鱼---香酥两吃大虾---焖猪手,0.011,0.667
清蒸海鱼---爆炒猪肝---谷稻小庄---焖猪手,0.011,0.667
凉拌菠菜---自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄---芹菜炒腰花,0.011,0.667
焖猪手---蒙古烤羊腿---谷稻小庄---辣炒鱿鱼---剁椒鱼头,0.011,0.667
清蒸海鱼---爆炒猪肝---芝士烩波士顿龙虾---谷稻小庄,0.011,0.667
焖猪手---芝士烩波士顿龙虾---辣炒鱿鱼---自制猪肉脯,0.011,0.667
焖猪手---美妙绝伦之白莲花---芝士烩波士顿龙虾---芹菜炒腰花---自制猪肉脯,0.011,0.833
凉拌菠菜---孜然羊排---爆炒猪肝---蒙古烤羊腿,0.011,0.667
凉拌菠菜---孜然羊排---爆炒猪肝---自制猪肉脯,0.011,0.667
凉拌菠菜---美妙绝伦之白莲花---豌豆薯仔猪骨汤---剁椒鱼头,0.011,0.667
凉拌菠菜---美妙绝伦之白莲花---豌豆薯仔猪骨汤---芹菜炒腰花,0.011,0.667
焖猪手---芝士烩波士顿龙虾---辣炒鱿鱼---谷稻小庄,0.011,0.667
清蒸海鱼---爆炒猪肝---芝士烩波士顿龙虾---焖猪手,0.011,0.667
凉拌菠菜---剁椒鱼头---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.011,0.833
清蒸海鱼---爆炒猪肝---谷稻小庄---芝士烩波士顿龙虾,0.011,0.667
焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---凉拌菠菜,0.011,0.833
凉拌菠菜---焖猪手---芹菜炒腰花---香酥两吃大虾---辣炒鱿鱼,0.011,0.667
凉拌菠菜---姜葱炒花蟹---焖猪手---辣炒鱿鱼---芹菜炒腰花,0.011,0.667
凉拌菠菜---焖猪手---爆炒猪肝---芹菜炒腰花---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.833
剁椒鱼头---焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---凉拌菠菜,0.011,0.833
剁椒鱼头---焖猪手---爆炒猪肝---自制猪肉脯---辣炒鱿鱼,0.011,0.667
凉拌菠菜---自制猪肉脯---豌豆薯仔猪骨汤---剁椒鱼头,0.011,0.556
剁椒鱼头---焖猪手---自制猪肉脯---辣炒鱿鱼---蒙古烤羊腿,0.011,0.667
清蒸海鱼---自制猪肉脯---芝士烩波士顿龙虾---谷稻小庄---焖猪手,0.011,0.833
剁椒鱼头---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---自制猪肉脯,0.011,0.833
剁椒鱼头---焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼,0.011,0.833
剁椒鱼头---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.011,0.833
剁椒鱼头---焖猪手---谷稻小庄---辣炒鱿鱼---蒙古烤羊腿,0.011,0.833
剁椒鱼头---焖猪手---爆炒猪肝---辣炒鱿鱼---自制猪肉脯,0.011,0.833
美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---焖猪手,0.011,0.833
爆炒猪肝---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---焖猪手,0.011,0.833
番茄有机花菜---谷稻小庄---辣炒鱿鱼---水煮鱼,0.011,0.714
剁椒鱼头---油焖麻辣虾---凉拌菠菜,0.011,0.556
清蒸海鱼---爆炒猪肝---自制猪肉脯---焖猪手,0.011,0.714
剁椒鱼头---焖猪手---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---蒙古烤羊腿,0.011,0.667
剁椒鱼头---焖猪手---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼---爆炒猪肝,0.011,0.667
凉拌菠菜---焖猪手---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---剁椒鱼头,0.011,0.667
凉拌菠菜---剁椒鱼头---焖猪手---芹菜炒腰花---辣炒鱿鱼---蒙古烤羊腿,0.011,0.667
凉拌菠菜---焖猪手---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---剁椒鱼头,0.011,0.667
凉拌菠菜---焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---剁椒鱼头,0.011,0.667
剁椒鱼头---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---自制猪肉脯,0.011,0.833
水煮鱼---焖猪手---自制猪肉脯---芹菜炒腰花,0.011,0.714
爆炒猪肝---自制猪肉脯---芹菜炒腰花---谷稻小庄---清蒸海鱼,0.011,0.556
焖猪手---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---剁椒鱼头,0.011,0.556
五色糯米饭(七色)---芝士烩波士顿龙虾---谷稻小庄---焖猪手,0.011,0.556
焖猪手---芹菜炒腰花---蒙古烤羊腿---姜葱炒花蟹,0.011,0.556
剁椒鱼头---辣炒鱿鱼---香酥两吃大虾---焖猪手,0.011,0.556
剁椒鱼头---焖猪手---爆炒猪肝---谷稻小庄,0.011,0.556
剁椒鱼头---焖猪手---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.556
焖猪手---芹菜炒腰花---蒙古烤羊腿---豌豆薯仔猪骨汤,0.011,0.556
爆炒猪肝---自制猪肉脯---谷稻小庄---清蒸海鱼,0.011,0.556
剁椒鱼头---辣炒鱿鱼---香酥两吃大虾---自制猪肉脯,0.011,0.556
自制猪肉脯---芹菜炒腰花---香酥两吃大虾---剁椒鱼头,0.011,0.556
美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---剁椒鱼头,0.011,0.556
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---美妙绝伦之白莲花,0.011,0.556
焖猪手---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---清蒸海鱼,0.011,0.556
焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---谷稻小庄,0.011,0.556
焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---蒙古烤羊腿,0.011,0.556
焖猪手---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.011,0.556
凉拌菠菜---剁椒鱼头---焖猪手---芹菜炒腰花---辣炒鱿鱼---爆炒猪肝,0.011,0.667
凉拌菠菜---焖猪手---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---爆炒猪肝,0.011,0.667
剁椒鱼头---爆炒猪肝---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.011,0.667
大蒜苋菜---芹菜炒腰花---美妙绝伦之白莲花,0.011,0.556
南瓜枸杞小饼干---谷稻小庄---辣炒鱿鱼,0.011,0.556
五色糯米饭(七色)---小米南瓜粥---辣炒鱿鱼,0.011,0.556
葱油凉拌藕片---辣炒鱿鱼---蒙古烤羊腿,0.011,0.556
葱油凉拌藕片---谷稻小庄---辣炒鱿鱼,0.011,0.556
葱油凉拌藕片---辣炒鱿鱼---谷稻小庄,0.011,0.556
谷稻小庄---鱼香肉丝拌面---辣炒鱿鱼,0.011,0.556
打卤面---谷稻小庄---水煮鱼,0.011,0.556
芝士烩波士顿龙虾---谷稻小庄---辣炒鱿鱼---焖猪手,0.011,0.556
水煮鱼---鱼香肉丝拌面---清爽拌凉面,0.011,0.556
水煮鱼---鱼香肉丝拌面---五色糯米饭(七色),0.011,0.556
姜葱炒花蟹---爆炒猪肝---辣炒鱿鱼,0.011,0.556
凉拌蒜蓉西兰花---焖猪手---芝士烩波士顿龙虾,0.011,0.556
糖醋蕃茄溜青花---芝士烩波士顿龙虾---五色糯米饭(七色),0.011,0.556
五色糯米饭(七色)---小米南瓜粥---凉拌菠菜,0.011,0.556
油焖麻辣虾---蒙古烤羊腿---凉拌菠菜,0.011,0.556
大蒜苋菜---芹菜炒腰花---爆炒猪肝,0.011,0.556
大蒜苋菜---芹菜炒腰花---自制猪肉脯,0.011,0.556
凉拌菠菜---自制猪肉脯---豌豆薯仔猪骨汤---爆炒猪肝,0.011,0.556
凉拌菠菜---香烤牛排---麻辣小龙虾---辣炒鱿鱼,0.011,0.556
凉拌菠菜---爆炒猪肝---蒙古烤羊腿---自制猪肉脯,0.011,0.556
凉拌菠菜---孜然羊排---自制猪肉脯---爆炒猪肝,0.011,0.556
凉拌菠菜---爆炒猪肝---蒙古烤羊腿---孜然羊排,0.011,0.556
凉拌菠菜---辣炒鱿鱼---香烤牛排---蒙古烤羊腿,0.011,0.556
凉拌菠菜---白胡椒胡萝卜羊肉汤---辣炒鱿鱼---蒙古烤羊腿,0.011,0.556
凉拌菠菜---爆炒猪肝---蒙古烤羊腿---焖猪手,0.011,0.556
凉拌菠菜---白胡椒胡萝卜羊肉汤---辣炒鱿鱼---焖猪手,0.011,0.556
凉拌菠菜---芝士烩波士顿龙虾---辣炒鱿鱼---谷稻小庄,0.011,0.556
芝士烩波士顿龙虾---谷稻小庄---辣炒鱿鱼---凉拌菠菜,0.011,0.556
凉拌菠菜---孜然羊排---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.011,0.833
焖猪手---辣炒鱿鱼---麻辣小龙虾---芹菜炒腰花,0.011,0.556
水煮鱼---辣炒鱿鱼---麻辣小龙虾---自制猪肉脯,0.011,0.556
自制猪肉脯---辣炒鱿鱼---麻辣小龙虾---水煮鱼,0.011,0.556
凉拌菠菜---香烤牛排---麻辣小龙虾---蒙古烤羊腿,0.011,0.556
凉拌菠菜---辣炒鱿鱼---香烤牛排---麻辣小龙虾,0.011,0.556
自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.011,0.833
白胡椒胡萝卜羊肉汤---自制猪肉脯---芹菜炒腰花---凉拌菠菜,0.011,0.833
孜然羊排---蒙古烤羊腿---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.011,0.833
凉拌菠菜---孜然羊排---蒙古烤羊腿---麻辣小龙虾---辣炒鱿鱼,0.011,0.714
焖猪手---爆炒猪肝---谷稻小庄---剁椒鱼头,0.011,0.526
焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---芹菜炒腰花,0.011,0.526
焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.526
蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---芹菜炒腰花,0.011,0.526
蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---自制猪肉脯,0.011,0.526
剁椒鱼头---爆炒猪肝---自制猪肉脯---蒙古烤羊腿,0.011,0.526
凉拌菠菜---焖猪手---芹菜炒腰花---谷稻小庄---芝士烩波士顿龙虾,0.011,0.526
凉拌菠菜---剁椒鱼头---焖猪手---辣炒鱿鱼---爆炒猪肝,0.011,0.526
凉拌菠菜---剁椒鱼头---焖猪手---芹菜炒腰花---香酥两吃大虾,0.011,0.526
凉拌菠菜---剁椒鱼头---焖猪手---芹菜炒腰花---蒙古烤羊腿,0.011,0.526
焖猪手---自制猪肉脯---谷稻小庄---辣炒鱿鱼---爆炒猪肝,0.011,0.526
凉拌菠菜---焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤,0.011,0.526
剁椒鱼头---焖猪手---香酥两吃大虾---辣炒鱿鱼,0.011,0.714
清蒸海鱼---爆炒猪肝---自制猪肉脯---谷稻小庄,0.011,0.714
剁椒鱼头---自制猪肉脯---香酥两吃大虾---辣炒鱿鱼,0.011,0.714
自制猪肉脯---豌豆薯仔猪骨汤---辣炒鱿鱼---蒙古烤羊腿,0.011,0.714
剁椒鱼头---芹菜炒腰花---香酥两吃大虾---自制猪肉脯,0.011,0.714
剁椒鱼头---自制猪肉脯---香酥两吃大虾---芹菜炒腰花,0.011,0.714
剁椒鱼头---芹菜炒腰花---蒙古烤羊腿---自制猪肉脯,0.011,0.714
剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.714
凉拌菠菜---水煮鱼---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.011,0.714
焖猪手---爆炒猪肝---谷稻小庄---辣炒鱿鱼,0.011,0.526
焖猪手---爆炒猪肝---谷稻小庄---清蒸海鱼,0.011,0.526
焖猪手---美妙绝伦之白莲花---芝士烩波士顿龙虾---炝炒大白菜,0.011,0.526
凉拌菠菜---自制猪肉脯---芝士烩波士顿龙虾---爆炒猪肝,0.011,0.526
南瓜枸杞小饼干---辣炒鱿鱼---谷稻小庄,0.011,0.526
南瓜枸杞小饼干---辣炒鱿鱼---自制猪肉脯,0.011,0.526
美妙绝伦之白莲花---豌豆薯仔猪骨汤---辣炒鱿鱼,0.011,0.526
番茄有机花菜---糖醋蕃茄溜青花---凉拌蒜蓉西兰花,0.011,0.526
美妙绝伦之白莲花---豌豆薯仔猪骨汤---剁椒鱼头,0.011,0.526
美妙绝伦之白莲花---豌豆薯仔猪骨汤---芹菜炒腰花,0.011,0.526
美妙绝伦之白莲花---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.526
蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼---麻辣小龙虾,0.011,0.526
凉拌菠菜---芝士烩波士顿龙虾---芹菜炒腰花---爆炒猪肝,0.011,0.526
凉拌菠菜---清蒸海鱼---谷稻小庄---焖猪手,0.011,0.526
焖猪手---爆炒猪肝---芝士烩波士顿龙虾---清蒸海鱼,0.011,0.526
凉拌菠菜---炝炒大白菜---辣炒鱿鱼---焖猪手,0.011,0.526
凉拌菠菜---清蒸海鱼---谷稻小庄---爆炒猪肝,0.011,0.526
凉拌菠菜---清蒸海鱼---谷稻小庄---自制猪肉脯,0.011,0.526
凉拌菠菜---孜然羊排---谷稻小庄---辣炒鱿鱼,0.011,0.526
凉拌菠菜---爆炒猪肝---香酥两吃大虾---芹菜炒腰花,0.011,0.526
凉拌菠菜---美妙绝伦之白莲花---芹菜炒腰花---豌豆薯仔猪骨汤,0.011,0.526
焖猪手---爆炒猪肝---谷稻小庄---芝士烩波士顿龙虾,0.011,0.526
焖猪手---爆炒猪肝---芝士烩波士顿龙虾---谷稻小庄,0.011,0.526
焖猪手---美妙绝伦之白莲花---芝士烩波士顿龙虾---谷稻小庄,0.011,0.526
凉拌菠菜---自制猪肉脯---辣炒鱿鱼---麻辣小龙虾---焖猪手,0.011,0.714
凉拌菠菜---自制猪肉脯---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.011,0.714
清蒸海鱼---炝炒大白菜---谷稻小庄,0.011,0.526
凉拌菠菜---焖猪手---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄,0.011,0.714
自制猪肉脯---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---焖猪手,0.011,0.909
焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---自制猪肉脯,0.011,0.714
焖猪手---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---爆炒猪肝,0.011,0.714
剁椒鱼头---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.011,0.714
剁椒鱼头---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼---芹菜炒腰花,0.011,0.714
凉拌菠菜---焖猪手---爆炒猪肝---芹菜炒腰花---辣炒鱿鱼---剁椒鱼头,0.011,0.714
凉拌菠菜---剁椒鱼头---焖猪手---蒙古烤羊腿---辣炒鱿鱼---豌豆薯仔猪骨汤,0.011,0.714
凉拌菠菜---剁椒鱼头---焖猪手---蒙古烤羊腿---辣炒鱿鱼---芹菜炒腰花,0.011,0.714
剁椒鱼头---焖猪手---爆炒猪肝---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.011,0.714
焖猪手---爆炒猪肝---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花,0.011,0.909
剁椒鱼头---焖猪手---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼,0.011,0.909
剁椒鱼头---焖猪手---芹菜炒腰花---蒙古烤羊腿---自制猪肉脯,0.011,0.909
剁椒鱼头---焖猪手---自制猪肉脯---蒙古烤羊腿---芹菜炒腰花,0.011,0.909
清蒸海鱼---自制猪肉脯---芹菜炒腰花---谷稻小庄---爆炒猪肝,0.011,0.909
清蒸海鱼---爆炒猪肝---自制猪肉脯---芹菜炒腰花---谷稻小庄,0.011,0.909
凉拌菠菜---剁椒鱼头---焖猪手---蒙古烤羊腿---豌豆薯仔猪骨汤---辣炒鱿鱼,0.011,0.909
剁椒鱼头---焖猪手---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---凉拌菠菜,0.011,0.909
凉拌菠菜---剁椒鱼头---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.011,0.909
爆炒猪肝---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄---焖猪手,0.011,0.909
爆炒猪肝---自制猪肉脯---芹菜炒腰花---谷稻小庄---辣炒鱿鱼---焖猪手,0.011,0.909
剁椒鱼头---焖猪手---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---自制猪肉脯,0.011,0.909
爆炒猪肝---自制猪肉脯---谷稻小庄---辣炒鱿鱼---焖猪手,0.011,0.909
焖猪手---爆炒猪肝---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼,0.011,0.909
爆炒猪肝---芹菜炒腰花---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.011,0.909
凉拌菠菜---剁椒鱼头---爆炒猪肝---辣炒鱿鱼---焖猪手,0.011,0.714
凉拌菠菜---焖猪手---芝士烩波士顿龙虾---芹菜炒腰花---美妙绝伦之白莲花,0.011,0.714
凉拌菠菜---焖猪手---美妙绝伦之白莲花---芹菜炒腰花---芝士烩波士顿龙虾,0.011,0.714
凉拌菠菜---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---爆炒猪肝,0.011,0.714
凉拌菠菜---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---美妙绝伦之白莲花,0.011,0.714
凉拌菠菜---自制猪肉脯---芝士烩波士顿龙虾---芹菜炒腰花---谷稻小庄,0.011,0.714
凉拌菠菜---芹菜炒腰花---辣炒鱿鱼---香酥两吃大虾---焖猪手,0.011,0.714
凉拌菠菜---焖猪手---爆炒猪肝---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.714
凉拌菠菜---焖猪手---美妙绝伦之白莲花---自制猪肉脯---爆炒猪肝,0.011,0.714
凉拌菠菜---焖猪手---爆炒猪肝---辣炒鱿鱼---剁椒鱼头,0.011,0.714
凉拌菠菜---剁椒鱼头---自制猪肉脯---蒙古烤羊腿---焖猪手,0.011,0.714
焖猪手---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.011,0.714
凉拌菠菜---剁椒鱼头---爆炒猪肝---辣炒鱿鱼---蒙古烤羊腿,0.011,0.714
凉拌菠菜---剁椒鱼头---爆炒猪肝---辣炒鱿鱼---芹菜炒腰花,0.011,0.714
凉拌菠菜---芹菜炒腰花---辣炒鱿鱼---香酥两吃大虾---剁椒鱼头,0.011,0.714
凉拌菠菜---孜然羊排---自制猪肉脯---辣炒鱿鱼---蒙古烤羊腿,0.011,0.714
凉拌菠菜---孜然羊排---自制猪肉脯---辣炒鱿鱼---芹菜炒腰花,0.011,0.714
凉拌菠菜---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---自制猪肉脯,0.011,0.714
凉拌菠菜---剁椒鱼头---芹菜炒腰花---豌豆薯仔猪骨汤---自制猪肉脯,0.011,0.714
焖猪手---美妙绝伦之白莲花---自制猪肉脯---芹菜炒腰花---芝士烩波士顿龙虾,0.011,0.714
焖猪手---芹菜炒腰花---豌豆薯仔猪骨汤---辣炒鱿鱼---蒙古烤羊腿,0.011,0.714
凉拌蒜蓉西兰花---清蒸海鱼---爆炒猪肝,0.011,0.526
意文柠檬汁---自制猪肉脯---五色糯米饭(七色),0.011,0.526
凉拌菠菜---焖猪手---蒜香辣花甲---辣炒鱿鱼,0.011,0.667
清蒸海鱼---焖猪手---谷稻小庄---凉拌菠菜,0.011,0.833
剁椒鱼头---姜葱炒花蟹---辣炒鱿鱼---蒙古烤羊腿,0.011,0.833
剁椒鱼头---姜葱炒花蟹---辣炒鱿鱼---焖猪手,0.011,0.833
姜葱炒花蟹---自制猪肉脯---芹菜炒腰花---辣炒鱿鱼,0.011,0.833
姜葱炒花蟹---焖猪手---自制猪肉脯---芹菜炒腰花,0.011,0.833
姜葱炒花蟹---自制猪肉脯---芹菜炒腰花---焖猪手,0.011,0.833
姜葱炒花蟹---焖猪手---自制猪肉脯---辣炒鱿鱼,0.011,0.833
五色糯米饭(七色)---焖猪手---谷稻小庄---芝士烩波士顿龙虾,0.011,0.833
清蒸海鱼---焖猪手---芹菜炒腰花---芝士烩波士顿龙虾,0.011,0.833
凉拌菠菜---白胡椒胡萝卜羊肉汤---自制猪肉脯---芹菜炒腰花,0.011,0.833
凉拌菠菜---白胡椒胡萝卜羊肉汤---芹菜炒腰花---自制猪肉脯,0.011,0.833
剁椒鱼头---姜葱炒花蟹---蒙古烤羊腿---凉拌菠菜,0.011,1.0
爆炒猪肝---自制猪肉脯---豌豆薯仔猪骨汤---凉拌菠菜,0.011,0.833
孜然羊排---爆炒猪肝---自制猪肉脯---凉拌菠菜,0.011,0.833
凉拌菠菜---豌豆薯仔猪骨汤---香酥两吃大虾---辣炒鱿鱼,0.011,0.833
豌豆薯仔猪骨汤---辣炒鱿鱼---香酥两吃大虾---凉拌菠菜,0.011,0.833
凉拌菠菜---豌豆薯仔猪骨汤---香酥两吃大虾---焖猪手,0.011,0.833
焖猪手---自制猪肉脯---麻辣小龙虾---凉拌菠菜,0.011,0.667
凉拌菠菜---姜葱炒花蟹---麻辣小龙虾---辣炒鱿鱼,0.011,0.667
大蒜苋菜---炝炒大白菜---美妙绝伦之白莲花,0.011,0.667
芹菜炒腰花---香烤牛排---自制猪肉脯,0.011,0.667
焖猪手---美妙绝伦之白莲花---辣炒鱿鱼---凉拌菠菜,0.011,0.833
清蒸海鱼---焖猪手---谷稻小庄---爆炒猪肝,0.011,0.833
清蒸海鱼---焖猪手---芹菜炒腰花---爆炒猪肝,0.011,0.833
凉拌菠菜---清蒸海鱼---焖猪手---芝士烩波士顿龙虾,0.011,0.667
焖猪手---芹菜炒腰花---香烤牛排---自制猪肉脯,0.011,0.833
凉拌菠菜---蒜香辣花甲---辣炒鱿鱼---焖猪手,0.011,0.667
焖猪手---自制猪肉脯---辣炒鱿鱼---麻辣小龙虾---凉拌菠菜,0.011,0.833
孜然羊排---爆炒猪肝---自制猪肉脯---芹菜炒腰花,0.011,0.833
孜然羊排---自制猪肉脯---蒙古烤羊腿---辣炒鱿鱼,0.011,0.833
孜然羊排---爆炒猪肝---自制猪肉脯---辣炒鱿鱼,0.011,0.833
清蒸海鱼---芹菜炒腰花---谷稻小庄---爆炒猪肝,0.011,0.833
孜然羊排---焖猪手---自制猪肉脯---芹菜炒腰花,0.011,0.833
孜然羊排---焖猪手---自制猪肉脯---辣炒鱿鱼,0.011,0.833
孜然羊排---焖猪手---辣炒鱿鱼---自制猪肉脯,0.011,0.833
焖猪手---美妙绝伦之白莲花---辣炒鱿鱼---自制猪肉脯,0.011,0.833
凉拌菠菜---水煮鱼---芹菜炒腰花---焖猪手,0.011,0.667
焖猪手---美妙绝伦之白莲花---辣炒鱿鱼---芹菜炒腰花,0.011,0.833
清蒸海鱼---焖猪手---自制猪肉脯---芹菜炒腰花,0.011,0.833
清蒸海鱼---焖猪手---芹菜炒腰花---自制猪肉脯,0.011,0.833
清蒸海鱼---焖猪手---自制猪肉脯---谷稻小庄,0.011,0.833
清蒸海鱼---焖猪手---谷稻小庄---自制猪肉脯,0.011,0.833
清蒸海鱼---焖猪手---自制猪肉脯---爆炒猪肝,0.011,0.833
凉拌菠菜---清蒸海鱼---焖猪手---谷稻小庄,0.011,0.667
凉拌菠菜---水煮鱼---豌豆薯仔猪骨汤---辣炒鱿鱼,0.011,0.667
凉拌菠菜---水煮鱼---豌豆薯仔猪骨汤---焖猪手,0.011,0.667
焖猪手---蒜香辣花甲---辣炒鱿鱼---凉拌菠菜,0.011,0.833
水煮鱼---豌豆薯仔猪骨汤---辣炒鱿鱼---凉拌菠菜,0.011,0.833
意文柠檬汁---清蒸海鱼---辣炒鱿鱼,0.011,0.526
姜葱炒花蟹---自制猪肉脯---芹菜炒腰花---凉拌菠菜,0.011,0.833
爆炒猪肝---谷稻小庄---辣炒鱿鱼---焖猪手,0.011,0.714
爆炒猪肝---蒙古烤羊腿---辣炒鱿鱼---焖猪手,0.011,0.714
美妙绝伦之白莲花---芹菜炒腰花---辣炒鱿鱼---焖猪手,0.011,0.714
美妙绝伦之白莲花---自制猪肉脯---辣炒鱿鱼---焖猪手,0.011,0.714
爆炒猪肝---美妙绝伦之白莲花---芹菜炒腰花---焖猪手,0.011,0.714
咖啡奶香面包---谷稻小庄,0.011,0.526
小米南瓜粥---西瓜胡萝卜沙拉---凉拌菠菜,0.011,0.526
清爽拌凉面---西瓜胡萝卜沙拉---凉拌菠菜,0.011,0.526
美妙绝伦之白莲花---西瓜胡萝卜沙拉---凉拌菠菜,0.011,0.526
清爽拌凉面---麻辣小龙虾---凉拌菠菜,0.011,0.526
水煮鱼---香烤牛排---麻辣小龙虾,0.011,0.526
农夫山泉NFC果汁100%橙汁---辣炒鱿鱼---凉拌菠菜,0.011,0.526
农夫山泉NFC果汁100%橙汁---辣炒鱿鱼---谷稻小庄,0.011,0.526
蒙古烤羊腿---香菇鹌鹑蛋---凉拌菠菜,0.011,0.526
凉拌蒜蓉西兰花---意文柠檬汁---凉拌菠菜,0.011,0.526
照烧鸡腿---辣炒鱿鱼---凉拌菠菜,0.011,0.526
爆炒猪肝---香烤牛排---凉拌菠菜,0.011,0.526
剁椒鱼头---姜葱炒花蟹---蒙古烤羊腿,0.011,0.526
辣炒鱿鱼---香菇鹌鹑蛋---水煮鱼,0.011,0.526
辣炒鱿鱼---香菇鹌鹑蛋---谷稻小庄,0.011,0.526
大蒜苋菜---辣炒鱿鱼---焖猪手,0.011,0.526
芹菜炒腰花---香烤牛排---麻辣小龙虾,0.011,0.667
番茄炖牛腩---皮蛋瘦肉粥---五色糯米饭(七色),0.011,0.667
小米南瓜粥---爆炒双丝---凉拌菠菜,0.011,0.667
紫薯面包卷---辣炒鱿鱼---谷稻小庄,0.011,0.833
凉拌菠菜---剁椒鱼头---姜葱炒花蟹---蒙古烤羊腿,0.011,0.833
姜葱炒花蟹---焖猪手---自制猪肉脯---凉拌菠菜,0.011,0.833
豌豆薯仔猪骨汤---辣炒鱿鱼---麻辣小龙虾---蒙古烤羊腿,0.011,0.833
