,support,confidence,lhs,rhs,sale,recommendation,profit,mark
1098,0.013000000000000001,0.8,"['凉拌菠菜', '剁椒鱼头', '爆炒猪肝', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.591
1103,0.013000000000000001,0.75,"['清蒸海鱼', '芝士烩波士顿龙虾', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.591
1143,0.013000000000000001,0.706,"['冰糖红豆薏米粥', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.591
1150,0.013000000000000001,0.706,"['炝炒大白菜', '焖猪手', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.591
1122,0.013000000000000001,0.857,"['凉拌菠菜', '焖猪手', '芝士烩波士顿龙虾', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.591
1027,0.013000000000000001,0.522,"['孜然羊排', '爆炒猪肝']",自制猪肉脯,0.42,0.86,0.4,6.591
928,0.013000000000000001,0.522,"['水煮鱼', '焖猪手', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.591
1086,0.013000000000000001,0.8,"['白胡椒胡萝卜羊肉汤', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.591
957,0.013000000000000001,0.5710000000000001,"['炝炒大白菜', '爆炒猪肝']",自制猪肉脯,0.42,0.86,0.4,6.591
1104,0.013000000000000001,0.75,"['水煮鱼', '芹菜炒腰花', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.591
1126,0.013000000000000001,0.9229999999999999,"['剁椒鱼头', '芹菜炒腰花', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.591
1364,0.012,0.846,"['焖猪手', '爆炒猪肝', '美妙绝伦之白莲花']",自制猪肉脯,0.42,0.86,0.4,6.589
1286,0.012,1.0,"['白胡椒胡萝卜羊肉汤', '芹菜炒腰花', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.589
1318,0.012,0.524,"['山药养生粥', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1314,0.012,0.55,"['凉拌菠菜', '美妙绝伦之白莲花', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.589
1311,0.012,0.55,"['凉拌菠菜', '剁椒鱼头', '香酥两吃大虾']",自制猪肉脯,0.42,0.86,0.4,6.589
1302,0.012,0.55,"['剁椒鱼头', '焖猪手', '蒙古烤羊腿']",自制猪肉脯,0.42,0.86,0.4,6.589
1297,0.012,0.55,"['凉拌菠菜', '焖猪手', '豌豆薯仔猪骨汤', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.589
1292,0.012,1.0,"['爆炒猪肝', '芝士烩波士顿龙虾', '芹菜炒腰花', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1290,0.012,1.0,"['凉拌菠菜', '美妙绝伦之白莲花', '芹菜炒腰花', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.589
1378,0.012,0.55,"['凉拌菠菜', '美妙绝伦之白莲花', '芝士烩波士顿龙虾']",自制猪肉脯,0.42,0.86,0.4,6.589
1525,0.012,0.917,"['凉拌菠菜', '爆炒猪肝', '美妙绝伦之白莲花', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.589
1188,0.012,0.7859999999999999,"['爆炒猪肝', '蒙古烤羊腿', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.589
1202,0.012,0.7859999999999999,"['焖猪手', '美妙绝伦之白莲花', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1209,0.012,0.7859999999999999,"['爆炒猪肝', '谷稻小庄', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.589
1212,0.012,0.846,"['美妙绝伦之白莲花', '芝士烩波士顿龙虾', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.589
1219,0.012,0.579,"['焖猪手', '爆炒猪肝', '香酥两吃大虾']",自制猪肉脯,0.42,0.86,0.4,6.589
1248,0.012,0.846,"['芹菜炒腰花', '辣炒鱿鱼', '麻辣小龙虾']",自制猪肉脯,0.42,0.86,0.4,6.589
1243,0.012,0.917,"['爆炒猪肝', '芹菜炒腰花', '谷稻小庄', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.589
1320,0.012,0.524,"['意文柠檬汁', '香酥两吃大虾']",自制猪肉脯,0.42,0.86,0.4,6.589
1223,0.012,0.7859999999999999,"['凉拌菠菜', '剁椒鱼头', '爆炒猪肝', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.589
1409,0.012,0.647,"['剁椒鱼头', '焖猪手', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1389,0.012,1.0,"['凉拌菠菜', '焖猪手', '爆炒猪肝', '芹菜炒腰花', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1346,0.012,0.524,"['凉拌菠菜', '剁椒鱼头', '美妙绝伦之白莲花']",自制猪肉脯,0.42,0.86,0.4,6.589
1353,0.012,0.846,"['凉拌菠菜', '焖猪手', '芝士烩波士顿龙虾', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1452,0.012,0.733,"['凉拌菠菜', '水煮鱼', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.589
1355,0.012,0.846,"['孜然羊排', '芹菜炒腰花', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.589
1482,0.012,0.733,"['芹菜炒腰花', '豌豆薯仔猪骨汤', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.589
1405,0.012,0.647,"['美妙绝伦之白莲花', '芝士烩波士顿龙虾', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1403,0.012,0.688,"['爆炒猪肝', '芝士烩波士顿龙虾', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1360,0.012,0.846,"['清蒸海鱼', '爆炒猪肝', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.589
1399,0.012,1.0,"['剁椒鱼头', '焖猪手', '芹菜炒腰花', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1488,0.012,0.917,"['凉拌菠菜', '焖猪手', '爆炒猪肝', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1508,0.012,0.688,"['清蒸海鱼', '焖猪手', '芝士烩波士顿龙虾']",自制猪肉脯,0.42,0.86,0.4,6.589
1338,0.012,0.846,"['凉拌菠菜', '剁椒鱼头', '焖猪手', '爆炒猪肝', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.589
1519,0.012,0.688,"['凉拌菠菜', '炝炒大白菜', '焖猪手']",自制猪肉脯,0.42,0.86,0.4,6.589
1411,0.012,0.647,"['焖猪手', '蒙古烤羊腿', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1475,0.012,0.917,"['清蒸海鱼', '芹菜炒腰花', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.589
1941,0.011000000000000001,1.0,"['焖猪手', '美妙绝伦之白莲花', '芹菜炒腰花', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.587
1955,0.011000000000000001,1.0,"['清蒸海鱼', '爆炒猪肝', '芹菜炒腰花', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.587
1891,0.011000000000000001,0.769,"['炝炒大白菜', '焖猪手', '美妙绝伦之白莲花']",自制猪肉脯,0.42,0.86,0.4,6.587
1957,0.011000000000000001,0.769,"['凉拌菠菜', '炝炒大白菜', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.587
1920,0.011000000000000001,0.769,"['清蒸海鱼', '焖猪手', '爆炒猪肝']",自制猪肉脯,0.42,0.86,0.4,6.587
1960,0.011000000000000001,1.0,"['焖猪手', '爆炒猪肝', '美妙绝伦之白莲花', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.587
1909,0.011000000000000001,1.0,"['焖猪手', '爆炒猪肝', '芝士烩波士顿龙虾', '芹菜炒腰花', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.587
1906,0.011000000000000001,1.0,"['焖猪手', '爆炒猪肝', '芹菜炒腰花', '谷稻小庄', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.587
1893,0.011000000000000001,0.769,"['焖猪手', '爆炒猪肝', '蒙古烤羊腿']",自制猪肉脯,0.42,0.86,0.4,6.587
2238,0.011000000000000001,0.588,"['姜葱炒花蟹', '焖猪手', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.587
1889,0.011000000000000001,0.769,"['孜然羊排', '爆炒猪肝', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.587
1884,0.011000000000000001,0.769,"['剁椒鱼头', '爆炒猪肝', '蒙古烤羊腿']",自制猪肉脯,0.42,0.86,0.4,6.587
1879,0.011000000000000001,0.769,"['剁椒鱼头', '美妙绝伦之白莲花', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.587
2007,0.011000000000000001,0.909,"['姜葱炒花蟹', '芹菜炒腰花', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.587
1866,0.011000000000000001,0.909,"['清蒸海鱼', '焖猪手', '芝士烩波士顿龙虾', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.587
1817,0.011000000000000001,0.833,"['清蒸海鱼', '焖猪手', '谷稻小庄']",自制猪肉脯,0.42,0.86,0.4,6.587
1815,0.011000000000000001,0.833,"['清蒸海鱼', '焖猪手', '芹菜炒腰花']",自制猪肉脯,0.42,0.86,0.4,6.587
1811,0.011000000000000001,0.833,"['焖猪手', '美妙绝伦之白莲花', '辣炒鱿鱼']",自制猪肉脯,0.42,0.86,0.4,6.587
